month,description,lamax,laeq,date,lamax_standardized,laeq_standardized
8,MP 01: Naamsestraat 35  Maxim,52.65588966863404,50.315061559875275,Aug 2022,0.03110593917218502,-0.1382328776318355
8,MP 02: Naamsestraat 57 Xior,51.91401146013055,49.96696563416966,Aug 2022,-0.232773447680432,-0.2688405069734395
8,MP 03: Naamsestraat 62 Taste,53.75478741218794,52.13742400510771,Aug 2022,0.4219739542439128,0.5455281813076093
8,MP 05: Calvariekapel KU Leuven,51.57897349293405,49.58084425488572,Aug 2022,-0.3519434304927061,-0.41371550912740074
8,MP 06: Parkstraat 2 La Filosovia,52.15782535806562,50.279197283331094,Aug 2022,-0.14605104344236441,-0.1516893641678159
8,MP 07: Naamsestraat 81,50.48974771245105,48.872873825564085,Aug 2022,-0.7393712155434462,-0.6793501592032974
8,MP08bis - Vrijthof,45.80942346371302,44.304749366869316,Aug 2022,-2.4041203332183634,-2.393337201361599
9,MP 01: Naamsestraat 35  Maxim,54.383994347174244,52.21762268043941,Sep 2022,0.6457771854272708,0.5756191938357731
9,MP 02: Naamsestraat 57 Xior,53.390308021966405,51.487444781126854,Sep 2022,0.2923319228300439,0.30165217099995395
9,MP 03: Naamsestraat 62 Taste,55.27309027791174,53.590991074756154,Sep 2022,0.9620205881408107,1.0909150561208452
9,MP 05: Calvariekapel KU Leuven,53.41838773934652,51.37802589682245,Sep 2022,0.3023196250166421,0.26059756498802583
9,MP 06: Parkstraat 2 La Filosovia,53.334671952619345,51.473487590550874,Sep 2022,0.2725426748134367,0.2964153513798953
9,MP08bis - Vrijthof,46.58142818562015,45.120544452846495,Sep 2022,-2.1295252172961505,-2.0872461088214407
10,MP 01: Naamsestraat 35  Maxim,56.64564632028951,54.31917137238204,Oct 2022,1.4502263916433915,1.3641325671083526
10,MP 02: Naamsestraat 57 Xior,54.79249599967439,52.78303289282819,Oct 2022,0.7910775384427102,0.7877644158631159
10,MP 03: Naamsestraat 62 Taste,55.936151999534644,54.072878011383295,Oct 2022,1.1978656615528436,1.271721856073987
10,MP 04: His & Hears,55.480707542293395,53.64632883768347,Oct 2022,1.0358681763258881,1.1116781087602972
10,MP 05: Calvariekapel KU Leuven,54.46246532766874,52.2267464356413,Oct 2022,0.6736886053628698,0.579042480204887
10,MP 06: Parkstraat 2 La Filosovia,54.13664148810096,52.17568616439306,Oct 2022,0.5577960046345848,0.5598843674870964
10,MP 07: Naamsestraat 81,51.94829181829763,50.26218304281117,Oct 2022,-0.22058023349711656,-0.1580732068251239
10,MP08bis - Vrijthof,47.87697241175898,46.61049421085818,Oct 2022,-1.6687118221654642,-1.5282082363225384
11,MP 01: Naamsestraat 35  Maxim,55.734007085679906,53.5352846805595,Nov 2022,1.1259645390883297,1.070013690870891
11,MP 02: Naamsestraat 57 Xior,54.17979559143577,52.186685715548045,Nov 2022,0.573145529930838,0.5640114634801381
11,MP 03: Naamsestraat 62 Taste,55.55733532460538,53.732783573008724,Nov 2022,1.0631239872940412,1.1441164316257497
11,MP 04: His & Hears,56.28536607949604,54.5599116582008,Nov 2022,1.3220779598037926,1.4544597318232861
11,MP 05: Calvariekapel KU Leuven,53.9838802961806,51.86825306920256,Nov 2022,0.5034602266095982,0.44453367022573
11,MP 06: Parkstraat 2 La Filosovia,53.491243170331856,51.57237339673287,Nov 2022,0.3282336446453815,0.3335178848116896
11,MP 07: Naamsestraat 81,52.74853749262581,51.03817167055447,Nov 2022,0.06405993446137563,0.1330822695285645
11,MP08bis - Vrijthof,46.80949074958263,45.289958558222786,Nov 2022,-2.048405420471477,-2.0236809446059345
12,MP 01: Naamsestraat 35  Maxim,53.73056662700773,51.47120216141185,Dec 2022,0.41335883943236706,0.2955578449863034
12,MP 02: Naamsestraat 57 Xior,52.74743536768453,50.79210064781529,Dec 2022,0.06366791856118409,0.040754981110922794
12,MP 03: Naamsestraat 62 Taste,54.27910529066945,52.571202292498974,Dec 2022,0.6084690941519292,0.7082843344030262
12,MP 04: His & Hears,54.776650869692325,53.13322438610777,Dec 2022,0.7854415686348079,0.91915831442751
12,MP 05: Calvariekapel KU Leuven,52.407326288415916,50.39463755793124,Dec 2022,-0.057305813072541935,-0.10837549726315147
12,MP 06: Parkstraat 2 La Filosovia,51.69469632419765,49.915925738681466,Dec 2022,-0.31078186325879664,-0.28799097458676626
12,MP 07: Naamsestraat 81,50.69974112845983,49.10312542314415,Dec 2022,-0.6646784516580346,-0.592958411724237
12,MP08bis - Vrijthof,46.27463510217736,44.51405310265827,Dec 2022,-2.2386487497325733,-2.3148052142711903
